VAL;ST;Len;Type;Min;Max;Description
VAL;GLNMU;4;N;2.28;3.37;glutamine-mu_2.28_3.37
VAL;GLNMU;5;N;3.37;14.67;glutamine-mu_3.37_14.67
NAME;GLNMU;5;N;;;glutamine-mu
VAL;GLNNS;4;N;0.0;0.71;glutamine-ns_0.0_0.71
VAL;GLNNS;4;N;0.71;0.76;glutamine-ns_0.71_0.76
VAL;GLNNS;4;N;0.76;0.81;glutamine-ns_0.76_0.81
VAL;GLNNS;4;N;0.81;0.87;glutamine-ns_0.81_0.87
VAL;GLNNS;4;N;0.87;1.05;glutamine-ns_0.87_1.05
NAME;GLNNS;4;N;;;glutamine-ns
VAL;GLNSAS;6;N;151.37;381.07;glutamine-sas_151.37_381.07
VAL;GLNSAS;6;N;381.07;511.89;glutamine-sas_381.07_511.89
VAL;GLNSAS;6;N;511.89;629.84;glutamine-sas_511.89_629.84
VAL;GLNSAS;6;N;629.84;735.71;glutamine-sas_629.84_735.71
VAL;GLNSAS;6;N;735.71;964.62;glutamine-sas_735.71_964.62
NAME;GLNSAS;6;N;;;glutamine-sas
VAL;GLY;4;N;0.0;0.01;glycerol_0.0_0.01
VAL;GLY;4;N;0.01;0.03;glycerol_0.01_0.03
VAL;GLY;4;N;0.03;0.31;glycerol_0.03_0.31
VAL;GLY;3;N;0.31;0.6;glycerol_0.31_0.6
NAME;GLY;3;N;;;glycerol
VAL;GLYMS;4;N;0.58;0.96;glycine-ms_0.58_0.96
VAL;GLYMS;4;N;0.96;1.13;glycine-ms_0.96_1.13
VAL;GLYMS;4;N;1.13;1.29;glycine-ms_1.13_1.29
VAL;GLYMS;4;N;1.29;1.59;glycine-ms_1.29_1.59
VAL;GLYMS;4;N;1.59;3.33;glycine-ms_1.59_3.33
NAME;GLYMS;4;N;;;glycine-ms
VAL;GLYMU;4;N;0.7;2.15;glycine-mu_0.7_2.15
VAL;GLYMU;4;N;2.15;3.29;glycine-mu_2.15_3.29
VAL;GLYMU;4;N;3.29;4.94;glycine-mu_3.29_4.94
VAL;GLYMU;3;N;4.94;8.4;glycine-mu_4.94_8.4
VAL;GLYMU;6;N;8.4;114.84;glycine-mu_8.4_114.84
NAME;GLYMU;6;N;;;glycine-mu
VAL;GLYNS;4;N;0.0;0.22;glycine-ns_0.0_0.22
VAL;GLYNS;4;N;0.22;0.25;glycine-ns_0.22_0.25
VAL;GLYNS;4;N;0.25;0.28;glycine-ns_0.25_0.28
VAL;GLYNS;4;N;0.28;0.33;glycine-ns_0.28_0.33
VAL;GLYNS;4;N;0.33;0.58;glycine-ns_0.33_0.58
NAME;GLYNS;4;N;;;glycine-ns
VAL;GLYNU;4;N;0.0;55.0;glycine-nu_0.0_55.0
VAL;GLYNU;5;N;55.0;77.08;glycine-nu_55.0_77.08
VAL;GLYNU;5;N;77.08;100.0;glycine-nu_77.08_100.0
VAL;GLYNU;5;N;100.0;150.0;glycine-nu_100.0_150.0
VAL;GLYNU;7;N;150.0;1057.29;glycine-nu_150.0_1057.29
NAME;GLYNU;7;N;;;glycine-nu
VAL;GAA;5;N;0.0;28.85;guanidinoacetic-acid_0.0_28.85
VAL;GAA;5;N;28.85;54.85;guanidinoacetic-acid_28.85_54.85
VAL;GAA;5;N;54.85;100.0;guanidinoacetic-acid_54.85_100.0
VAL;GAA;6;N;100.0;3700.0;guanidinoacetic-acid_100.0_3700.0
NAME;GAA;6;N;;;guanidinoacetic-acid
VAL;GUA;6;N;188.9;882.15;guanine_188.9_882.15
VAL;GUA;7;N;882.15;1474.85;guanine_882.15_1474.85
VAL;GUA;7;N;1474.85;2100.58;guanine_1474.85_2100.58
VAL;GUA;7;N;2100.58;3547.85;guanine_2100.58_3547.85
VAL;GUA;8;N;3547.85;20182.63;guanine_3547.85_20182.63
NAME;GUA;8;N;;;guanine
VAL;H1A1;5;N;0.0;14.24;h1a1_0.0_14.24
VAL;H1A1;5;N;14.24;18.82;h1a1_14.24_18.82
VAL;H1A1;5;N;18.82;24.59;h1a1_18.82_24.59
VAL;H1A1;5;N;24.59;32.79;h1a1_24.59_32.79
VAL;H1A1;5;N;32.79;87.39;h1a1_32.79_87.39
NAME;H1A1;5;N;;;h1a1
VAL;H1A2;4;N;0.0;1.22;h1a2_0.0_1.22
VAL;H1A2;4;N;1.22;1.78;h1a2_1.22_1.78
VAL;H1A2;4;N;1.78;2.41;h1a2_1.78_2.41
VAL;H1A2;3;N;2.41;3.4;h1a2_2.41_3.4
VAL;H1A2;5;N;3.4;10.53;h1a2_3.4_10.53
NAME;H1A2;5;N;;;h1a2
VAL;H1CH;5;N;0.0;11.34;h1ch_0.0_11.34
VAL;H1CH;5;N;11.34;14.82;h1ch_11.34_14.82
VAL;H1CH;4;N;14.82;18.3;h1ch_14.82_18.3
VAL;H1CH;5;N;18.3;23.81;h1ch_18.3_23.81
VAL;H1CH;5;N;23.81;47.22;h1ch_23.81_47.22
NAME;H1CH;5;N;;;h1ch
VAL;H1FC;4;N;0.0;2.68;h1fc_0.0_2.68
VAL;H1FC;4;N;2.68;3.48;h1fc_2.68_3.48
VAL;H1FC;4;N;3.48;4.45;h1fc_3.48_4.45
VAL;H1FC;4;N;4.45;5.65;h1fc_4.45_5.65
VAL;H1FC;4;N;5.65;11.0;h1fc_5.65_11.0
NAME;H1FC;4;N;;;h1fc
VAL;H1PL;5;N;0.0;12.83;h1pl_0.0_12.83
VAL;H1PL;5;N;12.83;16.43;h1pl_12.83_16.43
VAL;H1PL;5;N;16.43;21.36;h1pl_16.43_21.36
VAL;H1PL;5;N;21.36;27.89;h1pl_21.36_27.89
VAL;H1PL;5;N;27.89;64.28;h1pl_27.89_64.28
NAME;H1PL;5;N;;;h1pl
VAL;H1TG;4;N;0.0;2.38;h1tg_0.0_2.38
VAL;H1TG;4;N;2.38;3.06;h1tg_2.38_3.06
VAL;H1TG;3;N;3.06;3.7;h1tg_3.06_3.7
VAL;H1TG;4;N;3.7;4.78;h1tg_3.7_4.78
VAL;H1TG;5;N;4.78;22.05;h1tg_4.78_22.05
NAME;H1TG;5;N;;;h1tg
VAL;H2A1;5;N;6.0;14.56;h2a1_6.0_14.56
VAL;H2A1;4;N;14.56;16.9;h2a1_14.56_16.9
VAL;H2A1;5;N;16.9;19.22;h2a1_16.9_19.22
VAL;H2A1;5;N;19.22;22.81;h2a1_19.22_22.81
VAL;H2A1;5;N;22.81;39.29;h2a1_22.81_39.29
NAME;H2A1;5;N;;;h2a1
VAL;H2A2;4;N;0.0;2.63;h2a2_0.0_2.63
VAL;H2A2;4;N;2.63;3.16;h2a2_2.63_3.16
VAL;H2A2;4;N;3.16;3.67;h2a2_3.16_3.67
VAL;H2A2;4;N;3.67;4.47;h2a2_3.67_4.47
VAL;H2A2;4;N;4.47;8.98;h2a2_4.47_8.98
NAME;H2A2;4;N;;;h2a2
VAL;H2CH;4;N;0.0;6.21;h2ch_0.0_6.21
VAL;H2CH;4;N;6.21;7.75;h2ch_6.21_7.75
VAL;H2CH;4;N;7.75;8.95;h2ch_7.75_8.95
VAL;H2CH;5;N;8.95;11.11;h2ch_8.95_11.11
VAL;H2CH;5;N;11.11;17.78;h2ch_11.11_17.78
NAME;H2CH;5;N;;;h2ch
VAL;H2FC;4;N;0.0;1.33;h2fc_0.0_1.33
VAL;H2FC;4;N;1.33;1.67;h2fc_1.33_1.67
VAL;H2FC;3;N;1.67;2.0;h2fc_1.67_2.0
VAL;H2FC;4;N;2.0;2.57;h2fc_2.0_2.57
VAL;H2FC;4;N;2.57;4.46;h2fc_2.57_4.46
NAME;H2FC;4;N;;;h2fc
VAL;H2PL;4;N;1.66;9.65;h2pl_1.66_9.65
VAL;H2PL;5;N;9.65;11.83;h2pl_9.65_11.83
VAL;H2PL;5;N;11.83;13.84;h2pl_11.83_13.84
VAL;H2PL;4;N;13.84;16.9;h2pl_13.84_16.9
VAL;H2PL;5;N;16.9;27.89;h2pl_16.9_27.89
NAME;H2PL;5;N;;;h2pl
VAL;H2TG;4;N;0.63;1.43;h2tg_0.63_1.43
VAL;H2TG;4;N;1.43;1.74;h2tg_1.43_1.74
VAL;H2TG;4;N;1.74;2.03;h2tg_1.74_2.03
VAL;H2TG;4;N;2.03;2.51;h2tg_2.03_2.51
VAL;H2TG;4;N;2.51;8.94;h2tg_2.51_8.94
NAME;H2TG;4;N;;;h2tg
VAL;H3A1;5;N;10.91;21.77;h3a1_10.91_21.77
VAL;H3A1;5;N;21.77;24.65;h3a1_21.77_24.65
VAL;H3A1;5;N;24.65;27.82;h3a1_24.65_27.82
VAL;H3A1;5;N;27.82;31.32;h3a1_27.82_31.32
VAL;H3A1;5;N;31.32;51.45;h3a1_31.32_51.45
NAME;H3A1;5;N;;;h3a1
VAL;H3A2;3;N;0.0;5.6;h3a2_0.0_5.6
VAL;H3A2;4;N;5.6;6.37;h3a2_5.6_6.37
VAL;H3A2;4;N;6.37;7.09;h3a2_6.37_7.09
VAL;H3A2;4;N;7.09;8.03;h3a2_7.09_8.03
VAL;H3A2;5;N;8.03;15.41;h3a2_8.03_15.41
NAME;H3A2;5;N;;;h3a2
VAL;H3CH;4;N;0.95;8.42;h3ch_0.95_8.42
VAL;H3CH;4;N;8.42;9.68;h3ch_8.42_9.68
VAL;H3CH;5;N;9.68;10.99;h3ch_9.68_10.99
VAL;H3CH;5;N;10.99;12.55;h3ch_10.99_12.55
VAL;H3CH;4;N;12.55;20.5;h3ch_12.55_20.5
NAME;H3CH;4;N;;;h3ch
VAL;H3FC;4;N;0.0;1.71;h3fc_0.0_1.71
VAL;H3FC;4;N;1.71;2.04;h3fc_1.71_2.04
VAL;H3FC;4;N;2.04;2.31;h3fc_2.04_2.31
VAL;H3FC;4;N;2.31;2.75;h3fc_2.31_2.75
VAL;H3FC;4;N;2.75;5.25;h3fc_2.75_5.25
NAME;H3FC;4;N;;;h3fc
VAL;H3PL;5;N;4.62;13.29;h3pl_4.62_13.29
VAL;H3PL;5;N;13.29;15.33;h3pl_13.29_15.33
VAL;H3PL;5;N;15.33;17.32;h3pl_15.33_17.32
VAL;H3PL;5;N;17.32;19.81;h3pl_17.32_19.81
VAL;H3PL;5;N;19.81;33.91;h3pl_19.81_33.91
NAME;H3PL;5;N;;;h3pl
VAL;H3TG;4;N;0.7;1.62;h3tg_0.7_1.62
VAL;H3TG;4;N;1.62;2.01;h3tg_1.62_2.01
VAL;H3TG;4;N;2.01;2.37;h3tg_2.01_2.37
VAL;H3TG;4;N;2.37;2.93;h3tg_2.37_2.93
VAL;H3TG;5;N;2.93;10.05;h3tg_2.93_10.05
NAME;H3TG;5;N;;;h3tg
VAL;H4A1;5;N;2.71;65.35;h4a1_2.71_65.35
VAL;H4A1;5;N;65.35;73.17;h4a1_65.35_73.17
VAL;H4A1;5;N;73.17;79.64;h4a1_73.17_79.64
VAL;H4A1;5;N;79.64;87.94;h4a1_79.64_87.94
VAL;H4A1;6;N;87.94;151.71;h4a1_87.94_151.71
NAME;H4A1;6;N;;;h4a1
VAL;H4A2;4;N;4.33;16.6;h4a2_4.33_16.6
VAL;H4A2;5;N;16.6;18.76;h4a2_16.6_18.76
VAL;H4A2;5;N;18.76;20.93;h4a2_18.76_20.93
VAL;H4A2;5;N;20.93;23.16;h4a2_20.93_23.16
VAL;H4A2;5;N;23.16;43.43;h4a2_23.16_43.43
NAME;H4A2;5;N;;;h4a2
VAL;H4CH;5;N;0.0;16.64;h4ch_0.0_16.64
VAL;H4CH;5;N;16.64;18.64;h4ch_16.64_18.64
VAL;H4CH;5;N;18.64;20.93;h4ch_18.64_20.93
VAL;H4CH;5;N;20.93;23.33;h4ch_20.93_23.33
VAL;H4CH;5;N;23.33;41.27;h4ch_23.33_41.27
NAME;H4CH;5;N;;;h4ch
VAL;H4FC;4;N;0.0;2.88;h4fc_0.0_2.88
VAL;H4FC;4;N;2.88;3.43;h4fc_2.88_3.43
VAL;H4FC;4;N;3.43;3.87;h4fc_3.43_3.87
VAL;H4FC;4;N;3.87;4.54;h4fc_3.87_4.54
VAL;H4FC;4;N;4.54;9.73;h4fc_4.54_9.73
NAME;H4FC;4;N;;;h4fc
VAL;H4PL;5;N;0.09;23.63;h4pl_0.09_23.63
VAL;H4PL;5;N;23.63;26.29;h4pl_23.63_26.29
VAL;H4PL;4;N;26.29;28.6;h4pl_26.29_28.6
VAL;H4PL;5;N;28.6;31.41;h4pl_28.6_31.41
VAL;H4PL;5;N;31.41;54.91;h4pl_31.41_54.91
NAME;H4PL;5;N;;;h4pl
VAL;H4TG;4;N;0.66;2.68;h4tg_0.66_2.68
VAL;H4TG;4;N;2.68;3.45;h4tg_2.68_3.45
VAL;H4TG;4;N;3.45;3.99;h4tg_3.45_3.99
VAL;H4TG;4;N;3.99;4.63;h4tg_3.99_4.63
VAL;H4TG;5;N;4.63;12.28;h4tg_4.63_12.28
NAME;H4TG;5;N;;;h4tg
VAL;HAE;3;N;0.0;1.6;haem-iron_0.0_1.6
VAL;HAE;4;N;1.6;2.55;haem-iron_1.6_2.55
VAL;HAE;4;N;2.55;3.76;haem-iron_2.55_3.76
VAL;HAE;4;N;3.76;5.45;haem-iron_3.76_5.45
VAL;HAE;5;N;5.45;18.73;haem-iron_5.45_18.73
NAME;HAE;5;N;;;haem-iron
VAL;HBA;3;N;4.12;5.3;hba1c_4.12_5.3
VAL;HBA;3;N;5.3;5.5;hba1c_5.3_5.5
VAL;HBA;3;N;5.5;5.7;hba1c_5.5_5.7
VAL;HBA;3;N;5.7;5.9;hba1c_5.7_5.9
VAL;HBA;3;N;5.9;6.8;hba1c_5.9_6.8
NAME;HBA;3;N;;;hba1c
VAL;HCT;4;N;33.7;39.0;hct_33.7_39.0
VAL;HCT;4;N;39.0;41.0;hct_39.0_41.0
VAL;HCT;4;N;41.0;43.0;hct_41.0_43.0
VAL;HCT;4;N;43.0;45.0;hct_43.0_45.0
VAL;HCT;4;N;45.0;54.0;hct_45.0_54.0
NAME;HCT;4;N;;;hct
VAL;HDA1;6;N;51.68;128.78;hda1_51.68_128.78
VAL;HDA1;6;N;128.78;140.68;hda1_128.78_140.68
VAL;HDA1;6;N;140.68;153.08;hda1_140.68_153.08
VAL;HDA1;6;N;153.08;169.49;hda1_153.08_169.49
VAL;HDA1;6;N;169.49;234.88;hda1_169.49_234.88
NAME;HDA1;6;N;;;hda1
VAL;HDA2;5;N;0.8;29.92;hda2_0.8_29.92
VAL;HDA2;5;N;29.92;32.17;hda2_29.92_32.17
VAL;HDA2;5;N;32.17;34.66;hda2_32.17_34.66
VAL;HDA2;5;N;34.66;37.75;hda2_34.66_37.75
VAL;HDA2;5;N;37.75;56.38;hda2_37.75_56.38
NAME;HDA2;5;N;;;hda2
VAL;HDCH;4;N;9.17;45.2;hdch_9.17_45.2
VAL;HDCH;5;N;45.2;51.48;hdch_45.2_51.48
VAL;HDCH;5;N;51.48;58.66;hdch_51.48_58.66
VAL;HDCH;4;N;58.66;68.1;hdch_58.66_68.1
VAL;HDCH;5;N;68.1;97.43;hdch_68.1_97.43
NAME;HDCH;5;N;;;hdch
VAL;HDFC;3;N;0.0;8.9;hdfc_0.0_8.9
VAL;HDFC;5;N;8.9;10.83;hdfc_8.9_10.83
VAL;HDFC;5;N;10.83;12.43;hdfc_10.83_12.43
VAL;HDFC;5;N;12.43;14.87;hdfc_12.43_14.87
VAL;HDFC;4;N;14.87;22.8;hdfc_14.87_22.8
NAME;HDFC;4;N;;;hdfc
VAL;HDL2;5;N;26.0;42.12;hdl_26.0_42.12
VAL;HDL2;4;N;42.12;49.0;hdl_42.12_49.0
VAL;HDL2;4;N;49.0;55.0;hdl_49.0_55.0
VAL;HDL2;5;N;55.0;63.84;hdl_55.0_63.84
VAL;HDL2;4;N;63.84;93.0;hdl_63.84_93.0
NAME;HDL2;4;N;;;hdl
VAL;HDPL;5;N;22.22;63.98;hdpl_22.22_63.98
VAL;HDPL;5;N;63.98;72.28;hdpl_63.98_72.28
VAL;HDPL;5;N;72.28;80.27;hdpl_72.28_80.27
VAL;HDPL;5;N;80.27;93.34;hdpl_80.27_93.34
VAL;HDPL;6;N;93.34;133.14;hdpl_93.34_133.14
NAME;HDPL;6;N;;;hdpl
VAL;HDTG;4;N;3.79;8.45;hdtg_3.79_8.45
VAL;HDTG;5;N;8.45;10.25;hdtg_8.45_10.25
VAL;HDTG;5;N;10.25;11.58;hdtg_10.25_11.58
VAL;HDTG;5;N;11.58;14.03;hdtg_11.58_14.03
VAL;HDTG;5;N;14.03;49.61;hdtg_14.03_49.61
NAME;HDTG;5;N;;;hdtg
VAL;HGT;5;N;148.0;159.0;height_148.0_159.0
VAL;HGT;5;N;159.0;164.0;height_159.0_164.0
VAL;HGT;5;N;164.0;170.0;height_164.0_170.0
VAL;HGT;5;N;170.0;176.0;height_170.0_176.0
VAL;HGT;5;N;176.0;194.0;height_176.0_194.0
NAME;HGT;5;N;;;height
VAL;HEX;4;N;0.01;0.03;hexanoylcarnitine-c6_0.01_0.03
VAL;HEX;4;N;0.03;0.05;hexanoylcarnitine-c6_0.03_0.05
VAL;HEX;4;N;0.05;0.06;hexanoylcarnitine-c6_0.05_0.06
VAL;HEX;4;N;0.06;0.08;hexanoylcarnitine-c6_0.06_0.08
VAL;HEX;4;N;0.08;1.72;hexanoylcarnitine-c6_0.08_1.72
NAME;HEX;4;N;;;hexanoylcarnitine-c6
VAL;HFLN;4;N;2.26;4.22;hf(ln)_2.26_4.22
VAL;HFLN;4;N;4.22;4.86;hf(ln)_4.22_4.86
VAL;HFLN;4;N;4.86;5.37;hf(ln)_4.86_5.37
VAL;HFLN;4;N;5.37;6.08;hf(ln)_5.37_6.08
VAL;HFLN;4;N;6.08;8.06;hf(ln)_6.08_8.06
NAME;HFLN;4;N;;;hf(ln)
VAL;HGB;4;N;10.1;13.0;hgb_10.1_13.0
VAL;HGB;4;N;13.0;13.7;hgb_13.0_13.7
VAL;HGB;4;N;13.7;14.4;hgb_13.7_14.4
VAL;HGB;4;N;14.4;15.3;hgb_14.4_15.3
VAL;HGB;4;N;15.3;18.0;hgb_15.3_18.0
NAME;HGB;4;N;;;hgb
VAL;HIPHI;9;N;8485.92;396039.21;hippuric-acid-hi_8485.92_396039.21
VAL;HIPHI;9;N;396039.21;643506.04;hippuric-acid-hi_396039.21_643506.04
VAL;HIPHI;10;N;643506.04;1012652.51;hippuric-acid-hi_643506.04_1012652.51
VAL;HIPHI;9;N;1012652.51;1568328.7;hippuric-acid-hi_1012652.51_1568328.7
VAL;HIPHI;10;N;1568328.7;5062069.38;hippuric-acid-hi_1568328.7_5062069.38
NAME;HIPHI;10;N;;;hippuric-acid-hi
VAL;HIPNU;3;N;0.0;9.0;hippuric-acid-nu_0.0_9.0
VAL;HIPNU;4;N;9.0;19.0;hippuric-acid-nu_9.0_19.0
VAL;HIPNU;6;N;19.0;144.78;hippuric-acid-nu_19.0_144.78
VAL;HIPNU;6;N;144.78;294.79;hippuric-acid-nu_144.78_294.79
VAL;HIPNU;6;N;294.79;1364.9;hippuric-acid-nu_294.79_1364.9
NAME;HIPNU;6;N;;;hippuric-acid-nu
VAL;HIS;7;N;622.82;1965.47;histamine_622.82_1965.47
VAL;HIS;7;N;1965.47;2713.71;histamine_1965.47_2713.71
VAL;HIS;7;N;2713.71;4857.27;histamine_2713.71_4857.27
VAL;HIS;7;N;4857.27;9496.27;histamine_4857.27_9496.27
VAL;HIS;9;N;9496.27;235519.53;histamine_9496.27_235519.53
NAME;HIS;9;N;;;histamine
VAL;HISMS;4;N;0.21;0.37;histidine-ms_0.21_0.37
VAL;HISMS;4;N;0.37;0.43;histidine-ms_0.37_0.43
VAL;HISMS;4;N;0.43;0.48;histidine-ms_0.43_0.48
VAL;HISMS;4;N;0.48;0.56;histidine-ms_0.48_0.56
VAL;HISMS;4;N;0.56;3.05;histidine-ms_0.56_3.05
NAME;HISMS;4;N;;;histidine-ms
VAL;HISMU;4;N;0.18;1.27;histidine-mu_0.18_1.27
VAL;HISMU;4;N;1.27;2.35;histidine-mu_1.27_2.35
VAL;HISMU;4;N;2.35;3.37;histidine-mu_2.35_3.37
VAL;HISMU;4;N;3.37;4.88;histidine-mu_3.37_4.88
VAL;HISMU;5;N;4.88;16.46;histidine-mu_4.88_16.46
NAME;HISMU;5;N;;;histidine-mu
VAL;HISNS;4;N;0.0;0.07;histidine-ns_0.0_0.07
VAL;HISNS;4;N;0.07;0.08;histidine-ns_0.07_0.08
VAL;HISNS;4;N;0.08;0.09;histidine-ns_0.08_0.09
VAL;HISNS;4;N;0.09;0.09;histidine-ns_0.09_0.09
VAL;HISNS;4;N;0.09;0.17;histidine-ns_0.09_0.17
NAME;HISNS;4;N;;;histidine-ns
VAL;HVA;9;N;3997.27;123602.06;homovanilic-acid_3997.27_123602.06
VAL;HVA;9;N;123602.06;173126.61;homovanilic-acid_123602.06_173126.61
VAL;HVA;9;N;173126.61;214480.61;homovanilic-acid_173126.61_214480.61
VAL;HVA;9;N;214480.61;279296.28;homovanilic-acid_214480.61_279296.28
VAL;HVA;10;N;279296.28;1209238.91;homovanilic-acid_279296.28_1209238.91
NAME;HVA;10;N;;;homovanilic-acid
VAL;HR;4;N;41.0;62.0;hr_41.0_62.0
VAL;HR;4;N;62.0;69.0;hr_62.0_69.0
VAL;HR;4;N;69.0;75.0;hr_69.0_75.0
VAL;HR;4;N;75.0;82.0;hr_75.0_82.0
VAL;HR;5;N;82.0;109.0;hr_82.0_109.0
NAME;HR;5;N;;;hr
VAL;HYP2;6;N;99.99;187.01;hypotaurine_99.99_187.01
VAL;HYP2;6;N;187.01;300.52;hypotaurine_187.01_300.52
VAL;HYP2;6;N;300.52;702.35;hypotaurine_300.52_702.35
VAL;HYP2;7;N;702.35;1087.51;hypotaurine_702.35_1087.51
VAL;HYP2;8;N;1087.51;19304.84;hypotaurine_1087.51_19304.84
NAME;HYP2;8;N;;;hypotaurine
VAL;HYPX;8;N;16649.54;55241.52;hypoxanthine_16649.54_55241.52
VAL;HYPX;8;N;55241.52;73523.66;hypoxanthine_55241.52_73523.66
VAL;HYPX;8;N;73523.66;97472.36;hypoxanthine_73523.66_97472.36
VAL;HYPX;9;N;97472.36;137231.09;hypoxanthine_97472.36_137231.09
VAL;HYPX;9;N;137231.09;758431.99;hypoxanthine_137231.09_758431.99
NAME;HYPX;9;N;;;hypoxanthine
VAL;ICW;5;N;16.0;20.32;icw-(intracellular-water)_16.0_20.32
VAL;ICW;4;N;20.32;23.0;icw-(intracellular-water)_20.32_23.0
VAL;ICW;5;N;23.0;26.26;icw-(intracellular-water)_23.0_26.26
VAL;ICW;4;N;26.26;30.6;icw-(intracellular-water)_26.26_30.6
VAL;ICW;4;N;30.6;38.8;icw-(intracellular-water)_30.6_38.8
NAME;ICW;4;N;;;icw-(intracellular-water)
VAL;ICLA;4;N;0.82;1.13;icw-of-left-arm_0.82_1.13
VAL;ICLA;4;N;1.13;1.34;icw-of-left-arm_1.13_1.34
VAL;ICLA;4;N;1.34;1.56;icw-of-left-arm_1.34_1.56
VAL;ICLA;4;N;1.56;1.86;icw-of-left-arm_1.56_1.86
VAL;ICLA;4;N;1.86;2.45;icw-of-left-arm_1.86_2.45
NAME;ICLA;4;N;;;icw-of-left-arm
VAL;ICLL;3;N;1.3;3.1;icw-of-left-leg_1.3_3.1
VAL;ICLL;4;N;3.1;3.57;icw-of-left-leg_3.1_3.57
VAL;ICLL;4;N;3.57;4.14;icw-of-left-leg_3.57_4.14
VAL;ICLL;4;N;4.14;4.86;icw-of-left-leg_4.14_4.86
VAL;ICLL;4;N;4.86;6.59;icw-of-left-leg_4.86_6.59
NAME;ICLL;4;N;;;icw-of-left-leg
VAL;ICRA;4;N;0.81;1.14;icw-of-right-arm_0.81_1.14
VAL;ICRA;4;N;1.14;1.35;icw-of-right-arm_1.14_1.35
VAL;ICRA;4;N;1.35;1.58;icw-of-right-arm_1.35_1.58
VAL;ICRA;4;N;1.58;1.88;icw-of-right-arm_1.58_1.88
VAL;ICRA;4;N;1.88;2.45;icw-of-right-arm_1.88_2.45
NAME;ICRA;4;N;;;icw-of-right-arm
VAL;ICRL;4;N;1.31;3.11;icw-of-right-leg_1.31_3.11
VAL;ICRL;4;N;3.11;3.59;icw-of-right-leg_3.11_3.59
VAL;ICRL;4;N;3.59;4.14;icw-of-right-leg_3.59_4.14
VAL;ICRL;4;N;4.14;4.83;icw-of-right-leg_4.14_4.83
VAL;ICRL;4;N;4.83;6.69;icw-of-right-leg_4.83_6.69
NAME;ICRL;4;N;;;icw-of-right-leg
VAL;ICTR;3;N;6.4;9.8;icw-of-trunk_6.4_9.8
VAL;ICTR;5;N;9.8;11.24;icw-of-trunk_9.8_11.24
VAL;ICTR;4;N;11.24;12.6;icw-of-trunk_11.24_12.6
VAL;ICTR;5;N;12.6;14.38;icw-of-trunk_12.6_14.38
VAL;ICTR;4;N;14.38;17.6;icw-of-trunk_14.38_17.6
NAME;ICTR;4;N;;;icw-of-trunk
VAL;IDAB;4;N;0.0;3.77;idab_0.0_3.77
VAL;IDAB;4;N;3.77;4.88;idab_3.77_4.88
VAL;IDAB;4;N;4.88;6.02;idab_4.88_6.02
VAL;IDAB;4;N;6.02;7.12;idab_6.02_7.12
VAL;IDAB;5;N;7.12;25.97;idab_7.12_25.97
NAME;IDAB;5;N;;;idab
VAL;IDCH;4;N;0.0;7.76;idch_0.0_7.76
VAL;IDCH;5;N;7.76;10.86;idch_7.76_10.86
VAL;IDCH;5;N;10.86;13.94;idch_10.86_13.94
VAL;IDCH;5;N;13.94;17.54;idch_13.94_17.54
VAL;IDCH;5;N;17.54;95.31;idch_17.54_95.31
NAME;IDCH;5;N;;;idch
VAL;IDFC;3;N;0.0;2.3;idfc_0.0_2.3
VAL;IDFC;4;N;2.3;3.28;idfc_2.3_3.28
VAL;IDFC;4;N;3.28;4.15;idfc_3.28_4.15
VAL;IDFC;4;N;4.15;5.26;idfc_4.15_5.26
VAL;IDFC;5;N;5.26;28.94;idfc_5.26_28.94
NAME;IDFC;5;N;;;idfc
VAL;IDPL;4;N;0.0;5.43;idpl_0.0_5.43
VAL;IDPL;4;N;5.43;7.17;idpl_5.43_7.17
VAL;IDPL;4;N;7.17;8.88;idpl_7.17_8.88
VAL;IDPL;5;N;8.88;11.18;idpl_8.88_11.18
VAL;IDPL;5;N;11.18;55.37;idpl_11.18_55.37
NAME;IDPL;5;N;;;idpl
VAL;IDPN;5;N;0.0;68.57;idpn_0.0_68.57
VAL;IDPN;5;N;68.57;88.69;idpn_68.57_88.69
VAL;IDPN;6;N;88.69;109.43;idpn_88.69_109.43
VAL;IDPN;5;N;109.43;129.4;idpn_109.43_129.4
VAL;IDPN;6;N;129.4;472.13;idpn_129.4_472.13
NAME;IDPN;6;N;;;idpn
VAL;IDTG;4;N;0.0;2.96;idtg_0.0_2.96
VAL;IDTG;4;N;2.96;6.77;idtg_2.96_6.77
VAL;IDTG;5;N;6.77;11.44;idtg_6.77_11.44
VAL;IDTG;5;N;11.44;17.87;idtg_11.44_17.87
VAL;IDTG;6;N;17.87;215.74;idtg_17.87_215.74
NAME;IDTG;6;N;;;idtg
VAL;IMD;4;N;0.0;8.29;imidazole_0.0_8.29
VAL;IMD;5;N;8.29;210.0;imidazole_8.29_210.0
NAME;IMD;5;N;;;imidazole
VAL;INBS;4;N;39.0;58.0;inbody-score_39.0_58.0
VAL;INBS;4;N;58.0;64.0;inbody-score_58.0_64.0
VAL;INBS;4;N;64.0;68.6;inbody-score_64.0_68.6
VAL;INBS;4;N;68.6;74.0;inbody-score_68.6_74.0
VAL;INBS;4;N;74.0;96.0;inbody-score_74.0_96.0
NAME;INBS;4;N;;;inbody-score
VAL;INBT;5;N;970.0;970.0;inbody-type_970.0_970.0
NAME;INBT;5;N;;;inbody-type
