VAL;ST;Len;Type;Min;Max;Description
NAME;NAP;1;C;;;do you take naps during the day?
VAL;EDU;1;C;0;0;education level_short-cycle tertiary education
VAL;EDU;1;C;1;1;education level_doctoral
VAL;EDU;1;C;2;2;education level_secondary
VAL;EDU;1;C;3;3;education level_university (bachelor or equivalent)
VAL;EDU;1;C;4;4;education level_illiterate or primary education
NAME;EDU;1;C;;;education level
VAL;EMP;1;C;0;0;employment status_working
VAL;EMP;1;C;1;1;employment status_non-working
VAL;EMP;1;C;2;2;employment status_retired
VAL;EMP;1;C;3;3;employment status_student
NAME;EMP;1;C;;;employment status
VAL;ETH;1;C;0;0;ethnicity_mixed / multiple
VAL;ETH;1;C;1;1;ethnicity_white
VAL;ETH;1;C;2;2;ethnicity_asian
VAL;ETH;1;C;3;3;ethnicity_black / african / caribbean
VAL;ETH;1;C;4;4;ethnicity_unknown
VAL;ETH;1;C;5;5;ethnicity_other
NAME;ETH;1;C;;;ethnicity
VAL;RAC1P;1;C;0;0;ethnicity_is white or not_non-white
VAL;RAC1P;1;C;1;1;ethnicity_is white or not_white
NAME;RAC1P;1;C;;;ethnicity_is white or not
VAL;WGTC;1;C;0;0;have you lost or gained weight in the past 3 months?_no change
VAL;WGTC;1;C;1;1;have you lost or gained weight in the past 3 months?_lost
VAL;WGTC;1;C;2;2;have you lost or gained weight in the past 3 months?_gained
NAME;WGTC;1;C;;;have you lost or gained weight in the past 3 months?
VAL;WGTCN;3;N;-11.5;0.0;have you lost or gained weight in the past 3 months? if yes, how much?_-11.5_0.0
VAL;WGTCN;3;N;0.0;5.0;have you lost or gained weight in the past 3 months? if yes, how much?_0.0_5.0
NAME;WGTCN;3;N;;;have you lost or gained weight in the past 3 months? if yes, how much?
VAL;RES;1;C;0;0;have you taken part in any research studies in the past 3 months?_no
VAL;RES;1;C;1;1;have you taken part in any research studies in the past 3 months?_yes
NAME;RES;1;C;;;have you taken part in any research studies in the past 3 months?
VAL;ABX;1;C;0;0;have you used antibiotics in the past 3 months?_no
NAME;ABX;1;C;;;have you used antibiotics in the past 3 months?
VAL;PHGTP;5;N;148.0;159.0;height (cm)_148.0_159.0
VAL;PHGTP;5;N;159.0;164.0;height (cm)_159.0_164.0
VAL;PHGTP;5;N;164.0;170.0;height (cm)_164.0_170.0
VAL;PHGTP;5;N;170.0;176.5;height (cm)_170.0_176.5
VAL;PHGTP;5;N;176.5;194.0;height (cm)_176.5_194.0
NAME;PHGTP;5;N;;;height (cm)
VAL;WKHP;4;N;16.0;16.0;hours worked per week_16.0_16.0
VAL;WKHP;4;N;20.0;20.0;hours worked per week_20.0_20.0
VAL;WKHP;4;N;24.0;24.0;hours worked per week_24.0_24.0
VAL;WKHP;4;N;40.0;40.0;hours worked per week_40.0_40.0
NAME;WKHP;4;N;;;hours worked per week
VAL;FRUTU;4;N;2.97;2.97;how many fruit units (including natural fruit juices) do you consume per day?_2.97_2.97
VAL;FRUTU;3;N;3.0;3.0;how many fruit units (including natural fruit juices) do you consume per day?_3.0_3.0
NAME;FRUTU;3;N;;;how many fruit units (including natural fruit juices) do you consume per day?
VAL;SLPFD;3;N;0.0;6.5;how many hours per day do you sleep during free days?_0.0_6.5
VAL;SLPFD;3;N;6.5;7.0;how many hours per day do you sleep during free days?_6.5_7.0
VAL;SLPFD;3;N;7.0;8.0;how many hours per day do you sleep during free days?_7.0_8.0
VAL;SLPFD;4;N;8.0;12.0;how many hours per day do you sleep during free days?_8.0_12.0
NAME;SLPFD;4;N;;;how many hours per day do you sleep during free days?
VAL;SLPWK;3;N;2.0;6.0;how many hours per day do you sleep during workdays?_2.0_6.0
VAL;SLPWK;3;N;6.0;6.5;how many hours per day do you sleep during workdays?_6.0_6.5
VAL;SLPWK;3;N;6.5;7.0;how many hours per day do you sleep during workdays?_6.5_7.0
VAL;SLPWK;3;N;7.0;7.5;how many hours per day do you sleep during workdays?_7.0_7.5
VAL;SLPWK;4;N;7.5;18.0;how many hours per day do you sleep during workdays?_7.5_18.0
NAME;SLPWK;4;N;;;how many hours per day do you sleep during workdays?
VAL;BUT;4;N;0.99;0.99;how many servings of butter, margarine, or cream do you consume per day? (1 serving: 12 g)_0.99_0.99
VAL;BUT;3;N;1.0;1.0;how many servings of butter, margarine, or cream do you consume per day? (1 serving: 12 g)_1.0_1.0
NAME;BUT;3;N;;;how many servings of butter, margarine, or cream do you consume per day? (1 serving: 12 g)
VAL;FISH;4;N;2.97;2.97;how many servings of fish or shellfish do you consume per week? (1 serving 100-150 g of fish or 4-5 units or 200 g of shellfish)_2.97_2.97
VAL;FISH;3;N;3.0;3.0;how many servings of fish or shellfish do you consume per week? (1 serving 100-150 g of fish or 4-5 units or 200 g of shellfish)_3.0_3.0
NAME;FISH;3;N;;;how many servings of fish or shellfish do you consume per week? (1 serving 100-150 g of fish or 4-5 units or 200 g of shellfish)
VAL;LEG;4;N;2.97;2.97;how many servings of legumes do you consume per week? (1 serving: 150 g)_2.97_2.97
VAL;LEG;3;N;3.0;3.0;how many servings of legumes do you consume per week? (1 serving: 150 g)_3.0_3.0
NAME;LEG;3;N;;;how many servings of legumes do you consume per week? (1 serving: 150 g)
VAL;NUTS;4;N;2.97;2.97;how many servings of nuts (including peanuts) do you consume per week? (1 serving 30 g)_2.97_2.97
VAL;NUTS;3;N;3.0;3.0;how many servings of nuts (including peanuts) do you consume per week? (1 serving 30 g)_3.0_3.0
NAME;NUTS;3;N;;;how many servings of nuts (including peanuts) do you consume per week? (1 serving 30 g)
VAL;RED;4;N;0.99;0.99;how many servings of red meat, hamburger, or meat products (ham, sausage, etc.) do you consume per day? (1 serving: 100-150 g)_0.99_0.99
VAL;RED;4;N;1.01;1.01;how many servings of red meat, hamburger, or meat products (ham, sausage, etc.) do you consume per day? (1 serving: 100-150 g)_1.01_1.01
NAME;RED;4;N;;;how many servings of red meat, hamburger, or meat products (ham, sausage, etc.) do you consume per day? (1 serving: 100-150 g)
VAL;SWBV;4;N;0.99;0.99;how many sweet or carbonated beverages do you drink per day?_0.99_0.99
VAL;SWBV;3;N;1.0;1.0;how many sweet or carbonated beverages do you drink per day?_1.0_1.0
NAME;SWBV;3;N;;;how many sweet or carbonated beverages do you drink per day?
VAL;SWTPT;4;N;2.97;2.97;how many times per week do you consume commercial sweets or pastries (not homemade), such as cakes, cookies, biscuits, or custard?_2.97_2.97
VAL;SWTPT;3;N;3.0;3.0;how many times per week do you consume commercial sweets or pastries (not homemade), such as cakes, cookies, biscuits, or custard?_3.0_3.0
NAME;SWTPT;3;N;;;how many times per week do you consume commercial sweets or pastries (not homemade), such as cakes, cookies, biscuits, or custard?
VAL;SOF;4;N;1.98;1.98;how many times per week do you consume vegetables, pasta, rice, or other dishes seasoned with sofrito (sauce made with tomato and onion, leek, or garlic and simmered with olive oil)?_1.98_1.98
VAL;SOF;3;N;2.0;2.0;how many times per week do you consume vegetables, pasta, rice, or other dishes seasoned with sofrito (sauce made with tomato and onion, leek, or garlic and simmered with olive oil)?_2.0_2.0
NAME;SOF;3;N;;;how many times per week do you consume vegetables, pasta, rice, or other dishes seasoned with sofrito (sauce made with tomato and onion, leek, or garlic and simmered with olive oil)?
VAL;VEG;4;N;1.98;1.98;how many vegetable servings do you consume per day? (1 serving : 200 g [consider side dishes as half a serving])_1.98_1.98
VAL;VEG;3;N;2.0;2.0;how many vegetable servings do you consume per day? (1 serving : 200 g [consider side dishes as half a serving])_2.0_2.0
NAME;VEG;3;N;;;how many vegetable servings do you consume per day? (1 serving : 200 g [consider side dishes as half a serving])
VAL;OLAM;4;N;3.96;3.96;how much olive oil do you consume in a given day (including oil used for frying, salads, out-of-house meals, etc.)?_3.96_3.96
VAL;OLAM;3;N;4.0;4.0;how much olive oil do you consume in a given day (including oil used for frying, salads, out-of-house meals, etc.)?_4.0_4.0
VAL;OLAM;4;N;4.04;4.04;how much olive oil do you consume in a given day (including oil used for frying, salads, out-of-house meals, etc.)?_4.04_4.04
NAME;OLAM;4;N;;;how much olive oil do you consume in a given day (including oil used for frying, salads, out-of-house meals, etc.)?
VAL;MODT;3;N;0.0;1.0;how much time did you usually spend doing moderate physical activities on one of those days? please answer in hours and minutes_0.0_1.0
VAL;MODT;3;N;1.0;2.0;how much time did you usually spend doing moderate physical activities on one of those days? please answer in hours and minutes_1.0_2.0
VAL;MODT;4;N;2.0;90.0;how much time did you usually spend doing moderate physical activities on one of those days? please answer in hours and minutes_2.0_90.0
NAME;MODT;4;N;;;how much time did you usually spend doing moderate physical activities on one of those days? please answer in hours and minutes
VAL;VIG;3;N;0.0;1.7;how much time did you usually spend doing vigorous physical activities on one of those days? please answer in hours and minutes per day._0.0_1.7
VAL;VIG;4;N;1.7;90.0;how much time did you usually spend doing vigorous physical activities on one of those days? please answer in hours and minutes per day._1.7_90.0
NAME;VIG;4;N;;;how much time did you usually spend doing vigorous physical activities on one of those days? please answer in hours and minutes per day.
VAL;WKT;3;N;0.0;0.5;how much time did you usually spend walking on one of those days? please answer in hours and minutes._0.0_0.5
VAL;WKT;3;N;0.5;1.0;how much time did you usually spend walking on one of those days? please answer in hours and minutes._0.5_1.0
VAL;WKT;3;N;1.0;2.0;how much time did you usually spend walking on one of those days? please answer in hours and minutes._1.0_2.0
VAL;WKT;4;N;2.0;20.0;how much time did you usually spend walking on one of those days? please answer in hours and minutes._2.0_20.0
VAL;WKT;4;N;20.0;90.0;how much time did you usually spend walking on one of those days? please answer in hours and minutes._20.0_90.0
NAME;WKT;4;N;;;how much time did you usually spend walking on one of those days? please answer in hours and minutes.
VAL;WINE;4;N;6.93;6.93;how much wine do you drink per week?_6.93_6.93
VAL;WINE;3;N;7.0;7.0;how much wine do you drink per week?_7.0_7.0
VAL;WINE;4;N;7.07;7.07;how much wine do you drink per week?_7.07_7.07
NAME;WINE;4;N;;;how much wine do you drink per week?
VAL;FSM_D;3;N;0.0;3.0;if you answered former smoker, please fill in the following details:  number of cigarettes per day  years smoking  years without smoking  age started smoking_0.0_3.0
VAL;FSM_D;3;N;3.0;6.0;if you answered former smoker, please fill in the following details:  number of cigarettes per day  years smoking  years without smoking  age started smoking_3.0_6.0
VAL;FSM_D;4;N;6.0;15.0;if you answered former smoker, please fill in the following details:  number of cigarettes per day  years smoking  years without smoking  age started smoking_6.0_15.0
VAL;FSM_D;4;N;15.0;20.0;if you answered former smoker, please fill in the following details:  number of cigarettes per day  years smoking  years without smoking  age started smoking_15.0_20.0
VAL;FSM_D;4;N;20.0;60.0;if you answered former smoker, please fill in the following details:  number of cigarettes per day  years smoking  years without smoking  age started smoking_20.0_60.0
NAME;FSM_D;4;N;;;if you answered former smoker, please fill in the following details:  number of cigarettes per day  years smoking  years without smoking  age started smoking
VAL;OMED;1;C;0;0;if you answered other in the above question please describe here your medical history_fatty infiltration
VAL;OMED;1;C;1;1;if you answered other in the above question please describe here your medical history_0.0
VAL;OMED;1;C;2;2;if you answered other in the above question please describe here your medical history_hypertension, dislipidaemia, bipolar, hypothyroidism
VAL;OMED;1;C;3;3;if you answered other in the above question please describe here your medical history_atrial fibrillation
VAL;OMED;1;C;4;4;if you answered other in the above question please describe here your medical history_allergy to bamboo shoots
VAL;OMED;1;C;5;5;if you answered other in the above question please describe here your medical history_haemorrhoids
VAL;OMED;1;C;6;6;if you answered other in the above question please describe here your medical history_hypertension, dislipidaemia, low platelet level, elevated alt
VAL;OMED;1;C;7;7;if you answered other in the above question please describe here your medical history_prediabetes
VAL;OMED;1;C;8;8;if you answered other in the above question please describe here your medical history_2.0
VAL;OMED;1;C;9;9;if you answered other in the above question please describe here your medical history_depression treatment
VAL;OMED;2;C;10;10;if you answered other in the above question please describe here your medical history_endometriosis
VAL;OMED;2;C;11;11;if you answered other in the above question please describe here your medical history_hypertension, dyslipidaemia, anxiety, elevated liver enzymes, raised inflammatory markers
VAL;OMED;2;C;12;12;if you answered other in the above question please describe here your medical history_ear isquemia
VAL;OMED;2;C;13;13;if you answered other in the above question please describe here your medical history_hypertension, prediabetes
VAL;OMED;2;C;14;14;if you answered other in the above question please describe here your medical history_hypertension, hypothyroidism
VAL;OMED;2;C;15;15;if you answered other in the above question please describe here your medical history_dsylipidaemia, vitamin d deficiency
VAL;OMED;2;C;16;16;if you answered other in the above question please describe here your medical history_hypothyroidism
VAL;OMED;2;C;17;17;if you answered other in the above question please describe here your medical history_vitamin d deficiency, dyslipidaemia
VAL;OMED;2;C;18;18;if you answered other in the above question please describe here your medical history_pre-diabetes, dyslipidaemia
VAL;OMED;2;C;19;19;if you answered other in the above question please describe here your medical history_vitamin d deficiency
VAL;OMED;2;C;20;20;if you answered other in the above question please describe here your medical history_hypertension, dyslipidaemia, elevated liver enzymes
VAL;OMED;2;C;21;21;if you answered other in the above question please describe here your medical history_hypertension, dyslipidemia, angina
VAL;OMED;2;C;22;22;if you answered other in the above question please describe here your medical history_hyperhidrosis
VAL;OMED;2;C;23;23;if you answered other in the above question please describe here your medical history_elevated alt
VAL;OMED;2;C;24;24;if you answered other in the above question please describe here your medical history_hypertension, dyslipidaemia
VAL;OMED;2;C;25;25;if you answered other in the above question please describe here your medical history_ashma
VAL;OMED;2;C;26;26;if you answered other in the above question please describe here your medical history_hypertension, dyslipidaemia, elevated alt
VAL;OMED;2;C;27;27;if you answered other in the above question please describe here your medical history_dyslipidaemia, elevated alt
VAL;OMED;2;C;28;28;if you answered other in the above question please describe here your medical history_1.0
VAL;OMED;2;C;29;29;if you answered other in the above question please describe here your medical history_5.0
VAL;OMED;2;C;30;30;if you answered other in the above question please describe here your medical history_dyslipidaemia, hypothyroidism
VAL;OMED;2;C;31;31;if you answered other in the above question please describe here your medical history_hypertension, acute infectious disease
VAL;OMED;2;C;32;32;if you answered other in the above question please describe here your medical history_glaucoma
VAL;OMED;2;C;33;33;if you answered other in the above question please describe here your medical history_asthma, depression, vitamin d deficiency, elevated hscrp
VAL;OMED;2;C;34;34;if you answered other in the above question please describe here your medical history_insulin resistance, hypothyroidism, vitamin d deficiency, elevated liver enzymes
NAME;OMED;2;C;;;if you answered other in the above question please describe here your medical history
VAL;DPC3;3;N;0.0;1.0;if you answered yes in the above question, please mention how many naps and how long they are._0.0_1.0
VAL;DPC3;3;N;1.0;3.0;if you answered yes in the above question, please mention how many naps and how long they are._1.0_3.0
VAL;DPC3;4;N;3.0;20.0;if you answered yes in the above question, please mention how many naps and how long they are._3.0_20.0
VAL;DPC3;4;N;20.0;90.0;if you answered yes in the above question, please mention how many naps and how long they are._20.0_90.0
NAME;DPC3;4;N;;;if you answered yes in the above question, please mention how many naps and how long they are.
VAL;ODIET;1;C;0;0;if you filled in other for diet, please describe your diet_no specific diet
VAL;ODIET;1;C;1;1;if you filled in other for diet, please describe your diet_no
VAL;ODIET;1;C;2;2;if you filled in other for diet, please describe your diet_0.0
VAL;ODIET;1;C;3;3;if you filled in other for diet, please describe your diet_pescatarian
VAL;ODIET;1;C;4;4;if you filled in other for diet, please describe your diet_without broad beans, beans
VAL;ODIET;1;C;5;5;if you filled in other for diet, please describe your diet_without sweeteners
VAL;ODIET;1;C;6;6;if you filled in other for diet, please describe your diet_vegetarian
VAL;ODIET;1;C;7;7;if you filled in other for diet, please describe your diet_mediterranean diet
VAL;ODIET;1;C;8;8;if you filled in other for diet, please describe your diet_intermittent fasting
VAL;ODIET;1;C;9;9;if you filled in other for diet, please describe your diet_6.0
VAL;ODIET;2;C;10;10;if you filled in other for diet, please describe your diet_pescetarian
VAL;ODIET;2;C;11;11;if you filled in other for diet, please describe your diet_not on any specific diet
NAME;ODIET;2;C;;;if you filled in other for diet, please describe your diet
VAL;LIV;1;C;0;0;living status_living in a family home
VAL;LIV;1;C;1;1;living status_living alone
VAL;LIV;1;C;2;2;living status_living with a partner
NAME;LIV;1;C;;;living status
VAL;MAR;1;C;0;0;marital status_single or divorced
VAL;MAR;1;C;1;1;marital status_married
VAL;MAR;1;C;2;2;marital status_widowed
NAME;MAR;1;C;;;marital status
VAL;MED;1;C;0;0;medical history. did you have any of the following conditions?_stress/anxiety
VAL;MED;1;C;1;1;medical history. did you have any of the following conditions?_sleep disorders
VAL;MED;1;C;2;2;medical history. did you have any of the following conditions?_dyslipidaemia (imbalance of lipids such as cholesterol, low-density lipoprotein cholesterol, (ldl-c), triglycerides, and high-density lipoprotein (hdl)).
VAL;MED;1;C;3;3;medical history. did you have any of the following conditions?_hypertension, stress/anxiety
VAL;MED;1;C;4;4;medical history. did you have any of the following conditions?_hypertension
VAL;MED;1;C;5;5;medical history. did you have any of the following conditions?_other (please specify in the next question)
VAL;MED;1;C;6;6;medical history. did you have any of the following conditions?_obesity
VAL;MED;1;C;7;7;medical history. did you have any of the following conditions?_allergies
VAL;MED;1;C;8;8;medical history. did you have any of the following conditions?_other
VAL;MED;1;C;9;9;medical history. did you have any of the following conditions?_peanut allergy, sensory processing disorder
VAL;MED;2;C;10;10;medical history. did you have any of the following conditions?_no
VAL;MED;2;C;11;11;medical history. did you have any of the following conditions?_obesity, dyslipidaemia, stress/anxiety
